ID caso,Año de los casos,Rango de edad de la víctima,Departamento,Mes,Tipo de violencia,Acciones preventivas,Autoidentificadores étnicos,Centro utilizado,Denuncia realizada,Estado de la denuncia
1362,2019,45-54,Cajamarca,Noviembre,Violencia familiar,Programas de educación indígena,Afrodescendiente,Línea 100,Sí,Cerrada
1363,2021,0-5,Lima,Diciembre,Violencia de pareja,Talleres de prevención,Afrodescendiente,Línea 100,No,-
1364,2018,18-24,Lima,Febrero,Violencia doméstica,Talleres de prevención,Quechua,Centro de Salud,Sí,Cerrada
1365,2018,35-44,Lambayeque,Octubre,Violencia doméstica,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
1366,2021,12-17,Tumbes,Mayo,Violencia familiar,Atención psicológica,Blanco,CEM,Sí,Cerrada
1367,2020,6-11,Ucayali,Abril,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,Comisaria,No,-
1368,2020,25-34,Ucayali,Octubre,Agresión sexual,Programas de educación indígena,Quechua,CEM,No,-
1369,2022,55 o más,Puno,Febrero,Agresión sexual,Campañas de sensibilización,Blanco,Centro de Salud,Sí,Cerrada
1370,2022,18-24,Lambayeque,Octubre,Violencia doméstica,Campañas de sensibilización,Quechua,Línea 100,No,-
1371,2018,0-5,Apurimac,Noviembre,Violencia de pareja,Campañas de sensibilización,Quechua,Comisaria,No,-
1372,2020,25-34,Cajamarca,Noviembre,Violencia de pareja,Campañas de sensibilización,Quechua,Línea 100,No,-
1373,2023,55 o más,Huancavelica,Agosto,Agresión sexual,Atención psicológica,Afrodescendiente,Comisaria,Sí,En investigación
1374,2022,12-17,Ancash,Noviembre,Violencia doméstica,Atención psicológica,Quechua,Línea 100,Sí,En proceso
1375,2022,18-24,La Libertad,Noviembre,Violencia doméstica,Atención psicológica,Blanco,Centro de Salud,Sí,Cerrada
1376,2018,18-24,Tumbes,Julio,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Centro de Salud,Sí,Cerrada
1377,2022,18-24,Lima,Febrero,Agresión sexual,Talleres de prevención,Indígena amazónico,Comisaria,No,-
1378,2019,12-17,Ancash,Abril,Violencia familiar,Asesoramiento legal,Blanco,CEM,Sí,Pendiente
1379,2022,55 o más,Apurimac,Febrero,Violencia familiar,Programas de educación indígena,Blanco,Centro de Salud,Sí,En proceso
1380,2021,0-5,Callao,Noviembre,Agresión sexual,Campañas de sensibilización,Mestizo,CEM,Sí,En investigación
1381,2022,55 o más,Tumbes,Agosto,Violencia de pareja,Campañas de sensibilización,Quechua,CEM,No,-
1382,2022,35-44,Moquegua,Junio,Agresión sexual,Talleres de prevención,Indígena amazónico,CEM,No,-
1383,2020,0-5,Ayacucho,Noviembre,Violencia doméstica,Atención psicológica,Indígena amazónico,Centro de Salud,Sí,En investigación
1384,2022,55 o más,La Libertad,Octubre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Línea 100,Sí,En investigación
1385,2022,18-24,Cajamarca,Octubre,Agresión sexual,Programas de educación indígena,Indígena amazónico,Comisaria,No,-
1386,2019,25-34,Tumbes,Junio,Violencia de género,Campañas de sensibilización,Indígena amazónico,Comisaria,Sí,En proceso
1387,2023,0-5,Lambayeque,Noviembre,Violencia doméstica,Atención psicológica,Mestizo,CEM,Sí,Cerrada
1388,2022,0-5,Callao,Abril,Violencia de pareja,Atención psicológica,Indígena amazónico,Comisaria,Sí,En investigación
1389,2022,12-17,Huancavelica,Julio,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,CEM,Sí,Pendiente
1390,2019,18-24,Tumbes,Febrero,Violencia familiar,Programas de educación indígena,Blanco,Línea 100,No,-
1391,2021,25-34,Tacna,Noviembre,Violencia de pareja,Programas de educación indígena,Afrodescendiente,Línea 100,Sí,Pendiente
1392,2019,35-44,Ayacucho,Octubre,Violencia de pareja,Programas de educación indígena,Quechua,Línea 100,No,-
1393,2021,35-44,La Libertad,Enero,Violencia familiar,Asesoramiento legal,Blanco,Comisaria,No,-
1394,2021,25-34,Piura,Abril,Violencia de pareja,Campañas de sensibilización,Indígena amazónico,Comisaria,Sí,En investigación
1395,2023,55 o más,La Libertad,Febrero,Violencia familiar,Programas de educación indígena,Indígena amazónico,CEM,No,-
1396,2022,25-34,Junín,Marzo,Violencia familiar,Talleres de prevención,Indígena amazónico,Centro de Salud,No,-
1397,2022,18-24,La Libertad,Noviembre,Violencia de género,Talleres de prevención,Blanco,Centro de Salud,No,-
1398,2021,0-5,Loreto,Octubre,Violencia doméstica,Atención psicológica,Blanco,CEM,No,-
1399,2020,18-24,Puno,Mayo,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Comisaria,Sí,Cerrada
1400,2020,0-5,Tacna,Abril,Violencia de género,Campañas de sensibilización,Mestizo,CEM,Sí,En investigación
1401,2022,12-17,Arequipa,Abril,Violencia de género,Programas de educación indígena,Mestizo,Comisaria,Sí,En investigación
1402,2022,45-54,Moquegua,Septiembre,Violencia de pareja,Atención psicológica,Mestizo,Centro de Salud,Sí,En proceso
1403,2020,55 o más,Madre de Dios,Enero,Violencia de género,Atención psicológica,Indígena amazónico,Comisaria,Sí,En investigación
1404,2022,18-24,Puno,Enero,Violencia familiar,Programas de educación indígena,Afrodescendiente,CEM,Sí,Pendiente
1405,2020,6-11,Madre de Dios,Diciembre,Agresión sexual,Atención psicológica,Afrodescendiente,CEM,No,-
1406,2021,45-54,Tumbes,Octubre,Agresión sexual,Programas de educación indígena,Mestizo,Centro de Salud,Sí,En proceso
1407,2023,18-24,Ucayali,Agosto,Violencia doméstica,Talleres de prevención,Indígena amazónico,Comisaria,Sí,Pendiente
1408,2023,6-11,Ica,Noviembre,Agresión sexual,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
1409,2020,35-44,Apurimac,Abril,Violencia de pareja,Atención psicológica,Quechua,Centro de Salud,Sí,Pendiente
1410,2018,25-34,Puno,Febrero,Agresión sexual,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
1411,2021,18-24,Tacna,Noviembre,Violencia familiar,Atención psicológica,Afrodescendiente,Línea 100,No,-
1412,2023,25-34,Huancavelica,Mayo,Violencia familiar,Atención psicológica,Quechua,Comisaria,Sí,Pendiente
1413,2019,12-17,Ica,Mayo,Violencia doméstica,Atención psicológica,Indígena amazónico,Línea 100,Sí,Cerrada
1414,2023,18-24,Ancash,Junio,Violencia familiar,Talleres de prevención,Mestizo,Centro de Salud,No,-
1415,2019,25-34,Apurimac,Diciembre,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,Centro de Salud,No,-
1416,2021,35-44,Cusco,Noviembre,Violencia doméstica,Campañas de sensibilización,Blanco,Centro de Salud,No,-
1417,2021,12-17,Lambayeque,Marzo,Violencia familiar,Programas de educación indígena,Quechua,Centro de Salud,No,-
1418,2021,18-24,Ica,Noviembre,Violencia de género,Atención psicológica,Afrodescendiente,Línea 100,No,-
1419,2019,35-44,Pasco,Noviembre,Violencia de pareja,Atención psicológica,Quechua,Comisaria,Sí,En investigación
1420,2023,25-34,Puno,Febrero,Violencia doméstica,Atención psicológica,Indígena amazónico,Centro de Salud,No,-
1421,2023,18-24,Cusco,Mayo,Violencia familiar,Asesoramiento legal,Mestizo,CEM,No,-
1422,2023,12-17,Moquegua,Octubre,Agresión sexual,Atención psicológica,Quechua,Centro de Salud,Sí,Pendiente
1423,2019,12-17,Junín,Diciembre,Violencia de género,Campañas de sensibilización,Blanco,Línea 100,Sí,Cerrada
1424,2023,35-44,Ayacucho,Febrero,Violencia de pareja,Talleres de prevención,Blanco,CEM,Sí,Cerrada
1425,2021,45-54,Huanuco,Marzo,Violencia doméstica,Asesoramiento legal,Quechua,Centro de Salud,Sí,En investigación
1426,2018,35-44,Ucayali,Octubre,Violencia doméstica,Programas de educación indígena,Quechua,Centro de Salud,No,-
1427,2021,35-44,Cusco,Noviembre,Violencia de género,Campañas de sensibilización,Mestizo,Línea 100,No,-
1428,2021,35-44,Pasco,Junio,Violencia familiar,Atención psicológica,Afrodescendiente,CEM,Sí,Cerrada
1429,2019,55 o más,Pasco,Julio,Agresión sexual,Atención psicológica,Indígena amazónico,Comisaria,No,-
1430,2019,6-11,Huancavelica,Diciembre,Violencia de pareja,Atención psicológica,Afrodescendiente,Comisaria,No,-
1431,2023,35-44,Huancavelica,Septiembre,Violencia doméstica,Talleres de prevención,Mestizo,Centro de Salud,Sí,En investigación
1432,2020,35-44,Ica,Noviembre,Violencia doméstica,Asesoramiento legal,Indígena amazónico,CEM,No,-
1433,2019,0-5,Huancavelica,Julio,Violencia de pareja,Asesoramiento legal,Afrodescendiente,CEM,No,-
1434,2018,18-24,Huanuco,Enero,Violencia de pareja,Atención psicológica,Mestizo,Línea 100,No,-
1435,2020,25-34,Loreto,Julio,Violencia doméstica,Campañas de sensibilización,Blanco,CEM,No,-
1436,2020,25-34,San Martín,Diciembre,Agresión sexual,Asesoramiento legal,Quechua,CEM,Sí,En investigación
1437,2021,45-54,La Libertad,Junio,Agresión sexual,Atención psicológica,Mestizo,Centro de Salud,No,-
1438,2021,45-54,Moquegua,Septiembre,Violencia doméstica,Programas de educación indígena,Mestizo,CEM,Sí,En proceso
1439,2019,45-54,Ancash,Abril,Violencia familiar,Atención psicológica,Afrodescendiente,CEM,No,-
1440,2023,35-44,Junín,Octubre,Agresión sexual,Talleres de prevención,Blanco,Comisaria,No,-
1441,2018,0-5,Huanuco,Mayo,Violencia de género,Campañas de sensibilización,Indígena amazónico,CEM,No,-
1442,2022,25-34,Cajamarca,Octubre,Agresión sexual,Atención psicológica,Afrodescendiente,Línea 100,Sí,En investigación
1443,2022,0-5,Puno,Julio,Violencia familiar,Atención psicológica,Afrodescendiente,Línea 100,No,-
1444,2018,35-44,Amazonas,Abril,Violencia familiar,Atención psicológica,Quechua,Comisaria,Sí,En investigación
1445,2021,18-24,Cajamarca,Mayo,Agresión sexual,Atención psicológica,Blanco,Comisaria,No,-
1446,2018,45-54,Huancavelica,Agosto,Violencia de género,Programas de educación indígena,Blanco,Comisaria,Sí,Cerrada
1447,2022,45-54,Huancavelica,Agosto,Violencia doméstica,Talleres de prevención,Blanco,CEM,No,-
1448,2018,55 o más,Moquegua,Noviembre,Violencia familiar,Programas de educación indígena,Afrodescendiente,Centro de Salud,Sí,En proceso
1449,2020,35-44,Apurimac,Marzo,Agresión sexual,Asesoramiento legal,Indígena amazónico,Comisaria,No,-
1450,2018,12-17,La Libertad,Marzo,Agresión sexual,Talleres de prevención,Afrodescendiente,Centro de Salud,Sí,Pendiente
1451,2018,18-24,Puno,Marzo,Violencia doméstica,Asesoramiento legal,Mestizo,Línea 100,Sí,En investigación
1452,2023,35-44,Loreto,Abril,Agresión sexual,Programas de educación indígena,Afrodescendiente,Comisaria,No,-
1453,2020,6-11,Puno,Febrero,Violencia familiar,Campañas de sensibilización,Mestizo,Centro de Salud,Sí,Pendiente
1454,2020,55 o más,Lambayeque,Agosto,Violencia de pareja,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
1455,2020,6-11,Ancash,Octubre,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Centro de Salud,No,-
1456,2022,6-11,San Martín,Octubre,Agresión sexual,Programas de educación indígena,Indígena amazónico,CEM,No,-
1457,2022,12-17,Moquegua,Diciembre,Violencia de género,Talleres de prevención,Quechua,Línea 100,No,-
1458,2020,18-24,Pasco,Octubre,Violencia de género,Talleres de prevención,Blanco,CEM,Sí,Cerrada
1459,2023,55 o más,Junín,Febrero,Violencia doméstica,Atención psicológica,Indígena amazónico,Línea 100,Sí,En investigación
1460,2020,35-44,Callao,Agosto,Violencia doméstica,Programas de educación indígena,Indígena amazónico,CEM,Sí,En investigación
1461,2019,55 o más,Callao,Marzo,Violencia de género,Programas de educación indígena,Quechua,CEM,Sí,En investigación
1462,2023,0-5,Amazonas,Noviembre,Violencia doméstica,Campañas de sensibilización,Blanco,Centro de Salud,No,-
1463,2020,35-44,Moquegua,Septiembre,Violencia doméstica,Programas de educación indígena,Mestizo,Comisaria,Sí,En proceso
1464,2022,0-5,Ancash,Marzo,Agresión sexual,Programas de educación indígena,Blanco,Comisaria,Sí,En proceso
1465,2018,35-44,Tacna,Julio,Violencia de género,Talleres de prevención,Blanco,Comisaria,Sí,En investigación
1466,2022,45-54,Ayacucho,Julio,Agresión sexual,Talleres de prevención,Blanco,Línea 100,Sí,Cerrada
1467,2020,12-17,Piura,Febrero,Violencia doméstica,Programas de educación indígena,Mestizo,Comisaria,No,-
1468,2023,45-54,Pasco,Septiembre,Violencia doméstica,Talleres de prevención,Mestizo,Centro de Salud,No,-
1469,2018,35-44,Ucayali,Junio,Violencia familiar,Programas de educación indígena,Blanco,Línea 100,No,-
1470,2022,6-11,Arequipa,Diciembre,Violencia de pareja,Asesoramiento legal,Quechua,Centro de Salud,No,-
1471,2020,25-34,Tacna,Mayo,Agresión sexual,Talleres de prevención,Indígena amazónico,CEM,No,-
1472,2020,18-24,Puno,Octubre,Violencia de pareja,Asesoramiento legal,Mestizo,Línea 100,Sí,Pendiente
1473,2019,55 o más,Lima,Noviembre,Agresión sexual,Programas de educación indígena,Afrodescendiente,Centro de Salud,Sí,Pendiente
1474,2021,35-44,Madre de Dios,Enero,Violencia doméstica,Atención psicológica,Mestizo,Comisaria,Sí,Pendiente
1475,2020,55 o más,Cusco,Septiembre,Violencia doméstica,Programas de educación indígena,Mestizo,Centro de Salud,No,-
1476,2022,45-54,Callao,Febrero,Violencia familiar,Atención psicológica,Blanco,Comisaria,No,-
1477,2021,45-54,San Martín,Enero,Violencia familiar,Programas de educación indígena,Quechua,CEM,No,-
1478,2020,12-17,Cusco,Julio,Violencia de pareja,Talleres de prevención,Blanco,Comisaria,Sí,Cerrada
1479,2021,45-54,Apurimac,Junio,Violencia doméstica,Campañas de sensibilización,Mestizo,Comisaria,No,-
1480,2019,35-44,Pasco,Noviembre,Violencia de género,Programas de educación indígena,Indígena amazónico,Línea 100,No,-
1481,2021,55 o más,Puno,Julio,Violencia de pareja,Talleres de prevención,Afrodescendiente,Centro de Salud,No,-
1482,2019,12-17,Piura,Febrero,Violencia familiar,Campañas de sensibilización,Blanco,Línea 100,Sí,En investigación
1483,2022,25-34,Loreto,Agosto,Violencia familiar,Atención psicológica,Blanco,Centro de Salud,No,-
1484,2018,25-34,Ica,Diciembre,Violencia familiar,Atención psicológica,Blanco,Centro de Salud,Sí,Cerrada
1485,2023,18-24,Ancash,Octubre,Violencia doméstica,Campañas de sensibilización,Quechua,CEM,No,-
1486,2022,35-44,Ica,Noviembre,Violencia de pareja,Programas de educación indígena,Mestizo,CEM,No,-
1487,2019,6-11,Ucayali,Enero,Violencia de pareja,Atención psicológica,Quechua,CEM,No,-
1488,2021,25-34,Loreto,Abril,Violencia de pareja,Talleres de prevención,Mestizo,Centro de Salud,Sí,En investigación
1489,2022,45-54,Amazonas,Diciembre,Violencia de género,Asesoramiento legal,Quechua,Línea 100,Sí,En investigación
1490,2021,12-17,Arequipa,Febrero,Violencia de género,Atención psicológica,Mestizo,Comisaria,Sí,Pendiente
1491,2022,25-34,La Libertad,Febrero,Violencia familiar,Programas de educación indígena,Blanco,CEM,No,-
1492,2021,35-44,Ica,Octubre,Violencia de pareja,Asesoramiento legal,Quechua,Línea 100,No,-
1493,2020,35-44,Cusco,Febrero,Violencia de pareja,Atención psicológica,Mestizo,Centro de Salud,No,-
1494,2019,45-54,Madre de Dios,Noviembre,Violencia familiar,Campañas de sensibilización,Quechua,Línea 100,Sí,En investigación
1495,2020,18-24,Cusco,Septiembre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,CEM,No,-
1496,2023,18-24,Ica,Octubre,Violencia de género,Asesoramiento legal,Quechua,Centro de Salud,Sí,En proceso
1497,2023,18-24,Arequipa,Mayo,Agresión sexual,Campañas de sensibilización,Blanco,Centro de Salud,No,-
1498,2022,6-11,Ayacucho,Julio,Violencia de pareja,Asesoramiento legal,Mestizo,Comisaria,No,-
1499,2022,0-5,Puno,Octubre,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Comisaria,No,-
1500,2021,55 o más,Tacna,Noviembre,Violencia de pareja,Talleres de prevención,Mestizo,Comisaria,Sí,En proceso
1501,2022,12-17,Lima,Julio,Violencia de pareja,Atención psicológica,Blanco,CEM,Sí,Pendiente
1502,2018,12-17,Pasco,Marzo,Agresión sexual,Talleres de prevención,Quechua,Línea 100,No,-
1503,2022,18-24,Lima,Agosto,Violencia familiar,Programas de educación indígena,Quechua,Línea 100,Sí,Pendiente
1504,2018,18-24,Cajamarca,Diciembre,Violencia de pareja,Atención psicológica,Mestizo,Línea 100,Sí,En proceso
1505,2023,35-44,Tacna,Septiembre,Violencia de género,Campañas de sensibilización,Mestizo,Línea 100,Sí,Cerrada
1506,2021,25-34,Tacna,Noviembre,Agresión sexual,Atención psicológica,Blanco,CEM,Sí,En proceso
1507,2020,18-24,Callao,Enero,Violencia de pareja,Campañas de sensibilización,Mestizo,CEM,Sí,Pendiente
1508,2021,45-54,Madre de Dios,Junio,Violencia familiar,Atención psicológica,Indígena amazónico,Línea 100,Sí,En proceso
1509,2019,35-44,Arequipa,Junio,Violencia de pareja,Atención psicológica,Indígena amazónico,Línea 100,No,-
1510,2018,35-44,Ucayali,Junio,Violencia de pareja,Programas de educación indígena,Afrodescendiente,Centro de Salud,Sí,En proceso
1511,2022,35-44,Tumbes,Diciembre,Agresión sexual,Atención psicológica,Mestizo,Comisaria,No,-
1512,2021,25-34,Huanuco,Octubre,Agresión sexual,Talleres de prevención,Quechua,CEM,Sí,En proceso
1513,2022,0-5,Huanuco,Agosto,Violencia de género,Programas de educación indígena,Afrodescendiente,Línea 100,Sí,Pendiente
1514,2019,12-17,Tumbes,Abril,Agresión sexual,Talleres de prevención,Afrodescendiente,Comisaria,Sí,En proceso
1515,2023,55 o más,San Martín,Agosto,Violencia familiar,Programas de educación indígena,Mestizo,Comisaria,No,-
1516,2023,55 o más,Lambayeque,Abril,Agresión sexual,Atención psicológica,Afrodescendiente,Línea 100,Sí,Pendiente
1517,2020,18-24,Piura,Enero,Violencia de pareja,Programas de educación indígena,Blanco,Centro de Salud,Sí,En investigación
1518,2020,55 o más,Pasco,Diciembre,Agresión sexual,Asesoramiento legal,Indígena amazónico,Línea 100,No,-
1519,2020,18-24,Arequipa,Abril,Violencia doméstica,Campañas de sensibilización,Blanco,Comisaria,No,-
1520,2023,35-44,Cusco,Junio,Violencia de género,Campañas de sensibilización,Blanco,CEM,Sí,En investigación
1521,2019,25-34,Madre de Dios,Julio,Violencia familiar,Talleres de prevención,Indígena amazónico,CEM,No,-
1522,2022,0-5,Arequipa,Julio,Agresión sexual,Asesoramiento legal,Quechua,Comisaria,No,-
1523,2023,18-24,Huanuco,Enero,Violencia de pareja,Programas de educación indígena,Indígena amazónico,Línea 100,No,-
1524,2018,6-11,Madre de Dios,Noviembre,Agresión sexual,Asesoramiento legal,Afrodescendiente,CEM,No,-
1525,2023,0-5,Ancash,Diciembre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Línea 100,Sí,Cerrada
1526,2020,12-17,Lima,Enero,Violencia doméstica,Atención psicológica,Mestizo,Centro de Salud,Sí,Cerrada
1527,2019,55 o más,Moquegua,Mayo,Violencia familiar,Programas de educación indígena,Quechua,Centro de Salud,No,-
1528,2021,45-54,Puno,Octubre,Agresión sexual,Campañas de sensibilización,Afrodescendiente,CEM,No,-
1529,2023,45-54,Arequipa,Mayo,Violencia familiar,Programas de educación indígena,Indígena amazónico,Comisaria,No,-
1530,2019,0-5,Pasco,Agosto,Violencia familiar,Campañas de sensibilización,Indígena amazónico,CEM,No,-
